样本编号,来源文件,决策时刻,主玩家ID,主玩家队伍,主玩家角色,决策日志,决策内容,决策参数1,决策参数2,主玩家位置X,主玩家位置Y,主玩家位置Z,主玩家武器偏航角,主玩家武器俯仰角,主玩家速度X,主玩家速度Y,主玩家速度Z,主玩家速度大小,主玩家相机X坐标,主玩家相机Y坐标,主玩家相机Z坐标,主玩家视野范围,主玩家开镜状态,主玩家Buff数量,主玩家Buff列表,当前已追踪玩家数量,敌方玩家数量,队友玩家数量,敌人平均距离,队友平均距离,10米内敌人数,20米内敌人数,10米内队友数,20米内队友数,最近敌人ID,最近敌人队伍,最近敌人角色,最近敌人距离,最近敌人相对位置X,最近敌人相对位置Y,最近敌人相对位置Z,最近敌人位置X,最近敌人位置Y,最近敌人位置Z,最近敌人武器偏航角,最近敌人武器俯仰角,最近敌人速度X,最近敌人速度Y,最近敌人速度Z,最近敌人速度大小,最近敌人相机X坐标,最近敌人相机Y坐标,最近敌人相机Z坐标,最近敌人视野范围,最近敌人开镜状态,最近敌人Buff数量,最近敌人Buff列表,最近队友ID,最近队友队伍,最近队友角色,最近队友距离,最近队友相对位置X,最近队友相对位置Y,最近队友相对位置Z,最近队友位置X,最近队友位置Y,最近队友位置Z,最近队友武器偏航角,最近队友武器俯仰角,最近队友速度X,最近队友速度Y,最近队友速度Z,最近队友速度大小,最近队友相机X坐标,最近队友相机Y坐标,最近队友相机Z坐标,最近队友视野范围,最近队友开镜状态,最近队友Buff数量,最近队友Buff列表
847,task/0847.txt,20.0,8304,4,30008,,,,,3819.0,-247.0,-4626.0,215.4,347.4,0.0,0.0,0.0,0.0,3819.0,-246.4,-4626.0,120.0,0.0,1,1183,20,13,2,158.86109105764305,6.821641231402389,0,3,2,2,1981,5,无名,11.626263372210216,-9.0,-5.900000000000006,4.399999999999636,3810.0,-252.9,-4621.6,68.0,358.7,0.4,0.0,1.1,1.1704699910719625,3810.0,-252.5,-4621.6,90.8,0.0,0,,9956,4,骇爪,4.8041648597858995,-0.1999999999998181,0.0,-4.800000000000182,3818.8,-247.0,-4630.8,195.8,359.4,0.0,0.0,-0.0,0.0,3818.8,-246.4,-4630.8,120.0,0.0,0,
848,task/0848.txt,20.0,0853,6,威龙,,,,,3733.1,-164.4,-7930.7,86.4,351.2,0.0,0.0,0.0,0.0,3733.1,-164.5,-7930.7,89.9,0.0,12,598；599；600；601；602；603；604；605；606；607；608；609,13,10,2,314.1129119345036,73.41359665530193,0,0,0,0,0411,4,露娜,73.22800010924792,-46.09999999999991,3.3000000000000114,56.80000000000018,3687.0,-161.1,-7873.9,17.5,0.9,0.0,0.0,0.0,0.0,3686.9,-160.5,-7873.6,77.3,0.0,2,616；617,3486,6,威龙,70.28648518741001,-30.299999999999727,3.9000000000000057,63.30000000000018,3702.8,-160.5,-7867.4,201.5,353.9,-1.1,0.0,3.9,4.052159917870962,3702.8,-159.9,-7867.4,90.0,0.0,11,610；611；612；613；624；650；651；652；653；654；655
849,task/0849.txt,20.0,1946,6,无名,,,,,3385.0,-169.8,-7821.5,211.8,358.6,0.5,0.0,0.3,0.58309518948453,3385.0,-169.2,-7821.5,54.3,0.0,0,,15,13,1,336.1314415324332,5.924525297439763,0,0,1,1,9179,1,露娜,37.89841685347821,-25.199999999999818,0.6000000000000227,-28.300000000000182,3359.8,-169.2,-7849.8,62.3,355.5,0.5,-0.5,3.7,3.7669616403674726,3359.8,-168.5,-7849.8,90.0,0.0,0,,1545,6,无名,5.924525297439763,-3.0,-0.29999999999998295,-5.100000000000364,3382.0,-170.1,-7826.6,189.7,347.8,-2.9,0.0,-0.5,2.9427877939124323,3382.0,-169.7,-7826.6,104.8,0.0,1,571
850,task/0850.txt,20.0,1213,4,露娜,,,,,499.8,-113.1,-350.8,110.1,16.8,-4.6,7.1,5.4,10.036433629531956,499.8,-112.5,-350.8,100.0,0.0,3,1099；1101；1102,19,5,1,179.31200938470965,78.50605072222139,0,0,0,0,9307,6,威龙,81.8973748053013,31.30000000000001,27.0,-70.69999999999999,531.1,-86.1,-421.5,204.1,351.5,-3.4,-0.4,-0.3,3.4365680554879163,531.1,-85.4,-421.5,90.0,0.0,14,1096；1097；1098；1100；1103；1104；1105；1106；1108；1110；1111；1112；1113；1114,4120,4,蜂医,78.50605072222139,36.80000000000001,20.0,-66.39999999999998,536.6,-93.1,-417.2,211.3,357.1,0.0,0.0,0.0,0.0,536.6,-92.4,-417.2,83.7,0.0,0,
851,task/0851.txt,20.0,0853,6,威龙,,,,,3199.4,-163.9,-7640.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.4,-164.0,-7640.0,89.9,0.0,0,,13,3,0,616.8118536018347,,0,0,0,0,2386,4,蝶,512.7093816188661,452.9000000000001,2.9000000000000057,-240.30000000000018,3652.3,-161.0,-7880.3,149.3,355.7,0.0,0.0,0.0,0.0,3652.3,-160.6,-7880.3,90.0,0.0,2,1436；1437,,,,,,,,,,,,,,,,,,,,,,0,
852,task/0852.txt,20.0,3681,3,骇爪,,,,,3765.6,-233.2,-4348.2,33.3,358.1,0.9,0.6,-0.2,1.1,3765.6,-232.6,-4348.2,110.0,0.0,0,,20,16,2,229.51954586968608,27.77721555058276,0,0,0,0,3078,6,红狼,37.36442157989352,36.30000000000018,7.899999999999977,4.0,3801.9,-225.3,-4344.2,54.4,349.7,0.0,0.0,0.0,0.0,3801.6,-224.6,-4344.0,77.3,0.0,1,562,2703,3,疾风,27.2328845332256,-25.09999999999991,-10.100000000000023,-3.100000000000364,3740.5,-243.3,-4351.3,35.4,0.4,3.3,0.0,3.3,4.666904755831213,3740.5,-242.6,-4351.3,120.0,0.0,0,
853,task/0853.txt,20.0,5268,4,威龙,,,,,6635.9,-214.4,-4581.7,47.1,342.7,2.9,-10.9,2.8,11.621531740695803,6635.9,-213.8,-4581.7,104.8,0.0,4,616；617；618；619,16,10,2,158.98340341004857,18.4454031412578,0,0,0,1,8146,6,蝶,77.08365585518055,-18.699999999999818,5.200000000000017,74.59999999999945,6617.2,-209.2,-4507.1,283.5,342.7,-1.4,-0.3,-0.4,1.4866068747318506,6617.2,-208.6,-4507.1,90.0,0.0,0,,6533,4,露娜,10.648474069085761,-9.299999999999272,1.700000000000017,-4.900000000000546,6626.6,-212.7,-4586.6,103.4,354.1,0.0,0.0,0.0,0.0,6626.2,-212.1,-4586.7,53.1,0.0,0,
854,task/0854.txt,20.0,5801,7,银翼,,,,,3832.7,-248.2,-4576.5,204.2,352.3,-1.1,0.0,0.4,1.1704699910719625,3832.7,-248.2,-4576.5,110.0,0.0,1,679,19,13,1,188.153749770025,13.823168956501718,0,0,0,1,7649,5,疾风,56.701410917189676,-15.599999999999909,1.1999999999999886,-54.5,3817.1,-247.0,-4631.0,101.9,356.3,1.1,0.0,1.6,1.94164878389476,3817.1,-246.4,-4631.0,89.0,0.0,7,663；664；671；672；675；676；677,3466,7,银翼,13.823168956501718,-13.799999999999727,0.0,-0.8000000000001819,3818.9,-248.2,-4577.3,269.1,4.2,0.0,0.0,0.0,0.0,3818.9,-248.2,-4577.3,77.3,0.0,0,
855,task/0855.txt,20.0,3681,3,骇爪,,,,,3693.3,-250.3,-4521.3,48.6,0.0,0.0,0.0,0.0,0.0,3693.3,-249.7,-4521.3,90.0,0.0,13,101；102；28；29；41；44；45；46；47；48；49；50；51,20,17,2,247.8117228868914,2.031806725741345,0,0,2,2,3910,5,骇爪,162.75653596706937,149.0999999999999,2.8000000000000114,65.19999999999982,3842.4,-247.5,-4456.1,142.9,0.0,0.0,0.0,0.0,0.0,3842.4,-246.8,-4456.1,90.0,0.0,13,117；118；33；34；43；84；85；86；87；88；89；90；91,2703,3,疾风,1.6552945357246078,-1.5,0.0,0.6999999999998181,3691.8,-250.3,-4520.6,16.5,0.0,0.0,0.0,0.0,0.0,3691.8,-249.7,-4520.6,90.0,0.0,16,103；105；35；36；42；72；73；74；75；76；77；78；79；80；81；82
856,task/0856.txt,20.0,5801,7,银翼,,,,,3829.5,-248.0,-4576.0,198.8,356.1,0.0,0.0,0.0,0.0,3829.6,-247.5,-4576.0,110.0,0.0,0,,19,13,1,214.59706098913904,3.1622776601687823,0,0,1,1,7649,5,疾风,85.93637181077658,-81.90000000000009,-4.699999999999989,-25.600000000000364,3747.6,-252.7,-4601.6,256.6,0.6,-0.5,0.0,0.1,0.5099019513592785,3747.6,-252.0,-4601.6,89.0,0.0,6,1000；984；996；997；998；999,3466,7,银翼,3.1622776601687823,1.800000000000182,0.0,-2.600000000000364,3831.3,-248.0,-4578.6,174.9,359.3,0.2,-0.0,-0.9,0.9219544457292888,3831.3,-248.1,-4578.5,110.0,0.0,1,1001
857,task/0857.txt,20.0,0853,6,威龙,,,,,3429.4,-180.8,-7627.6,176.8,351.8,-0.8,1.8,0.9,2.1656407827707715,3429.4,-180.1,-7627.6,89.9,0.0,12,1120；1121；1122；1123；1124；1128；1135；1136；1137；1138；1139；1141,13,9,0,377.7480312503559,,0,0,0,0,8664,5,疾风,281.21180629553936,106.19999999999982,14.200000000000017,-260.0,3535.6,-166.6,-7887.6,331.9,3.5,1.2,0.0,-0.6,1.3416407864998738,3535.6,-165.9,-7887.6,104.8,0.0,4,1130；1131；1132；1133,,,,,,,,,,,,,,,,,,,,,,0,
858,task/0858.txt,20.0,0853,6,威龙,,,,,3199.4,-163.9,-7640.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.4,-164.0,-7640.0,89.9,0.0,0,,13,3,0,605.9804981108132,,0,0,0,0,5188,4,无名,493.6024513715464,432.6999999999998,2.8000000000000114,-237.5,3632.1,-161.1,-7877.5,79.8,323.5,0.0,0.0,0.0,0.0,3632.1,-160.5,-7877.5,90.0,0.0,1,1440,,,,,,,,,,,,,,,,,,,,,,0,
859,task/0859.txt,20.0,0081,7,疾风,,,,,3721.0,-252.5,-4644.7,42.2,11.7,-2.3,0.3,-0.2,2.328089345364563,3720.7,-251.9,-4644.4,59.5,0.0,0,,20,16,2,261.2671412613616,16.038650117700787,0,0,0,2,5816,2,威龙,47.331807487142804,23.699999999999818,5.5,40.599999999999454,3744.7,-247.0,-4604.1,308.9,313.3,-0.0,0.0,0.0,0.0,3744.7,-246.4,-4604.1,120.0,0.0,1,514,3157,7,蝶,13.540310188471114,1.800000000000182,3.6999999999999886,-12.900000000000546,3722.8,-248.8,-4657.6,186.3,351.5,0.0,0.0,0.0,0.0,3722.8,-248.1,-4657.6,90.0,0.0,0,
860,task/0860.txt,20.0,2121,4,露娜,,,,,3622.8,-160.2,-7883.2,222.5,351.9,2.3,0.0,2.1,3.1144823004794873,3622.8,-159.6,-7883.2,106.1,0.0,3,792；793；800,13,6,2,93.19399502175715,7.176934120437936,0,1,2,2,6650,6,露娜,13.465882815471428,-9.400000000000091,-0.9000000000000057,-9.600000000000364,3613.4,-161.1,-7892.8,124.1,3.5,-0.1,0.0,-0.0,0.1,3613.4,-160.5,-7892.8,109.9,0.0,4,804；810；813；814,0124,4,疾风,5.324471804789563,2.699999999999818,-0.9000000000000057,4.5,3625.5,-161.1,-7878.7,229.7,354.8,-2.4,-0.1,-1.0,2.6019223662515376,3625.5,-160.5,-7878.7,90.0,0.0,0,
861,task/0861.txt,20.0,5268,4,威龙,,,,,6642.3,-209.0,-4497.2,62.3,351.9,0.6,-0.7,3.7,3.8131351929875237,6642.3,-208.4,-4497.2,104.8,0.0,7,673；674；675；676；679；682；683,16,10,2,192.68304874478605,27.075256865740233,1,2,0,0,8727,6,无名,5.931273050534883,-4.5,-0.6999999999999886,3.800000000000182,6637.8,-209.7,-4493.4,356.5,2.0,0.0,0.0,0.0,0.0,6637.8,-209.7,-4493.4,90.0,0.0,1,678,6533,4,露娜,24.5552438391478,9.599999999999454,-0.19999999999998863,-22.600000000000364,6651.9,-209.2,-4519.8,120.1,354.3,-2.5,0.0,2.1,3.2649655434629015,6651.9,-208.6,-4519.8,120.0,0.0,0,
862,task/0862.txt,20.0,1946,6,无名,,,,,3383.8,-169.9,-7823.5,202.5,359.9,-3.6,0.0,-1.5,3.9,3383.8,-169.2,-7823.5,95.0,0.0,1,597,15,13,1,334.2334733071076,3.832753579347407,0,0,1,1,9179,1,露娜,24.041214611579516,-19.100000000000364,0.09999999999999432,-14.600000000000364,3364.7,-169.8,-7838.1,52.2,354.9,0.2,0.0,-0.1,0.223606797749979,3364.7,-169.1,-7838.1,90.0,0.0,1,600,1545,6,无名,3.832753579347407,-2.100000000000364,-0.19999999999998863,-3.199999999999818,3381.7,-170.1,-7826.7,174.2,358.1,0.0,0.0,0.0,0.0,3381.8,-169.7,-7826.7,104.8,0.0,0,
863,task/0863.txt,20.0,2508,3,露娜,,,,,6446.8,-219.7,-4637.9,101.5,6.8,0.0,0.0,0.0,0.0,6446.5,-219.0,-4638.0,106.0,0.0,0,,16,12,2,344.74692704018344,34.41283047830893,0,0,0,1,5978,6,银翼,59.58070157357948,-12.0,-5.5,58.099999999999454,6434.8,-225.2,-4579.8,344.9,1.1,0.0,0.0,0.0,0.0,6434.8,-224.6,-4579.8,109.9,0.0,1,294,9977,3,威龙,11.367937367877824,10.899999999999636,3.0999999999999943,-0.9000000000005457,6457.7,-216.6,-4638.8,113.3,2.2,-1.0,-0.1,-0.4,1.0816653826391966,6458.0,-216.0,-4638.7,99.1,0.0,0,
864,task/0864.txt,20.0,1723,8,骇爪,,,,,3633.4,-249.6,-4711.0,96.8,331.4,0.0,0.0,0.0,0.0,3633.4,-249.0,-4711.0,99.0,0.0,0,,19,8,2,391.09143222482805,9.613150718684995,0,0,1,2,0287,3,银翼,227.3183670537865,200.5999999999999,5.199999999999989,-106.80000000000018,3834.0,-244.4,-4817.8,221.5,352.7,-0.1,0.1,-0.1,0.17320508075688776,3834.0,-244.4,-4817.8,90.0,0.0,0,,4714,8,红狼,6.831544481301683,-4.300000000000182,0.29999999999998295,-5.300000000000182,3629.1,-249.3,-4716.3,269.7,356.4,-0.0,0.0,-3.4,3.4,3629.1,-248.7,-4716.3,95.0,0.0,0,
865,task/0865.txt,20.0,5801,7,银翼,,,,,3831.5,-247.7,-4575.2,185.4,350.3,0.0,0.0,0.0,0.0,3831.5,-247.1,-4575.2,110.0,0.0,0,,19,13,1,210.7504054232677,3.3867388443753605,0,0,1,1,8515,5,骇爪,56.17926663814712,-52.90000000000009,0.6999999999999886,-18.900000000000546,3778.6,-247.0,-4594.1,146.4,348.8,-2.0,0.0,1.3,2.3853720883753127,3778.6,-246.4,-4594.1,100.0,0.0,0,,3466,7,银翼,3.3867388443753605,-0.6999999999998181,-0.30000000000001137,-3.300000000000182,3830.8,-248.0,-4578.5,149.9,356.7,0.0,0.0,0.0,0.0,3830.8,-248.1,-4578.5,88.4,0.0,0,
866,task/0866.txt,20.0,1946,6,无名,,,,,3383.8,-169.8,-7821.9,187.0,0.0,-0.3,0.0,2.5,2.5179356624028344,3383.8,-169.2,-7821.9,31.9,0.0,0,,15,13,1,336.32096964848046,3.461213659975528,0,0,1,1,9179,1,露娜,43.43316705007822,-27.0,1.200000000000017,-34.0,3356.8,-168.6,-7855.9,63.5,357.9,3.3,-0.1,6.7,7.469270379361026,3356.8,-167.9,-7855.9,90.0,0.0,0,,1545,6,无名,3.461213659975528,-1.0,-0.29999999999998295,-3.300000000000182,3382.8,-170.1,-7825.2,262.7,353.4,-0.4,0.0,-2.9,2.9274562336608896,3382.8,-169.7,-7825.1,104.8,0.0,1,571
867,task/0867.txt,20.0,8184,2,骇爪,,,,,3657.8,-250.7,-4718.8,281.9,349.0,0.0,0.0,0.0,0.0,3657.8,-250.0,-4718.8,100.0,0.0,0,,20,13,2,227.88562205952306,20.700237612415467,0,0,1,1,9267,1,红狼,109.32108671249117,-71.90000000000009,11.799999999999983,-81.5,3585.9,-238.9,-4800.3,50.0,0.0,0.0,0.0,0.0,0.0,3585.9,-238.2,-4800.3,90.0,0.0,0,,6138,2,比特,8.525256594378966,1.199999999999818,5.0,6.800000000000182,3659.0,-245.7,-4712.0,8.2,351.9,0.0,0.0,0.0,0.0,3659.0,-245.7,-4712.0,78.9,0.0,0,
868,task/0868.txt,20.0,5268,4,威龙,,,,,6683.9,-198.7,-4552.8,109.9,356.4,-1.3,0.0,3.6,3.8275318418009276,6683.9,-198.0,-4552.8,104.8,0.0,5,421；422；431；432；433,16,10,2,216.74438078510434,79.85664372150458,0,0,0,0,1876,6,露娜,60.81027873641063,-45.399999999999636,-20.80000000000001,34.69999999999982,6638.5,-219.5,-4518.1,79.6,348.6,1.0,0.0,4.4,4.512205669071391,6638.5,-218.8,-4518.1,90.0,0.0,0,,6533,4,露娜,75.29687908539138,58.0,-14.100000000000023,45.900000000000546,6741.9,-212.8,-4506.9,267.9,348.0,-0.0,0.0,-3.8,3.8,6741.9,-212.1,-4506.9,120.0,0.0,0,
869,task/0869.txt,20.0,0853,6,威龙,,,,,3410.7,-180.4,-7624.0,171.1,347.2,-0.2,0.0,0.0,0.2,3410.7,-179.8,-7624.0,89.9,0.0,6,1135；1136；1137；1138；1139；1141,13,9,0,383.2019980290473,,0,0,0,0,1790,5,银翼,301.2322691877484,49.0,15.800000000000011,-296.8000000000002,3459.7,-164.6,-7920.8,37.5,350.1,3.4,-0.1,1.1,3.5749125863438955,3459.7,-164.0,-7920.8,90.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,0,
870,task/0870.txt,20.0,8304,4,30008,,,,,3817.2,-247.0,-4628.1,252.3,353.2,-0.1,0.0,-0.2,0.223606797749979,3817.2,-246.4,-4628.1,120.0,0.0,27,1012；1013；1014；1015；1016；1017；1018；1019；1021；1022；1023；1024；1025；1026；1027；1028；1029；1030；1031；1032；1033；1034；1035；1036；1037；1038；1039,20,13,2,156.6982629947089,20.732178436542416,0,1,0,1,7745,8,红狼,14.291256067960566,-1.3999999999996362,0.8000000000000114,14.200000000000728,3815.8,-246.2,-4613.9,229.2,343.1,-0.7,-2.3,-1.7,2.944486372867091,3815.8,-245.6,-4613.9,100.0,0.0,0,,9956,4,骇爪,13.047988350699889,-13.0,0.5,-1.0,3804.2,-246.5,-4629.1,173.8,358.6,-0.4,-2.6,3.7,4.539823785126467,3804.2,-245.9,-4629.1,120.0,0.0,4,1000；1004；1043；998
871,task/0871.txt,20.0,1723,8,骇爪,,,,,3597.9,-239.9,-4403.1,218.8,2.3,0.0,0.0,0.0,0.0,3597.9,-240.0,-4403.1,95.2,0.0,0,,19,5,2,299.45824231196747,3.878575281942469,0,0,2,2,5190,2,50003,243.64837368634304,218.5999999999999,-10.400000000000006,-107.09999999999945,3816.5,-250.3,-4510.2,231.2,356.9,-2.3,0.0,3.3,4.022437072223753,3816.5,-249.7,-4510.2,90.0,0.0,0,,1397,8,比特,2.4083189157585347,-1.599999999999909,0.0,1.800000000000182,3596.3,-239.9,-4401.3,296.7,342.3,0.0,0.0,0.0,0.0,3596.3,-240.0,-4401.3,95.2,0.0,0,
872,task/0872.txt,20.0,8304,4,30008,,,,,3837.0,-254.9,-4706.6,77.9,0.0,0.0,0.0,0.0,0.0,3837.0,-254.2,-4706.6,90.0,0.0,17,13；14；20；40；41；42；43；44；45；46；47；48；49；50；51；52；53,20,17,2,267.8165504267346,4.662258736233851,0,0,2,2,2595,7,威龙,105.03494656541697,98.0,4.700000000000017,37.5,3935.0,-250.2,-4669.1,140.2,0.0,0.0,0.0,0.0,0.0,3935.0,-249.6,-4669.1,90.0,0.0,3,36；37；38,1460,4,蝶,3.7013511046641674,3.699999999999818,0.09999999999999432,0.0,3840.7,-254.8,-4706.6,77.9,0.0,0.0,0.0,0.0,0.0,3840.7,-254.1,-4706.6,90.0,0.0,2,18；19
873,task/0873.txt,19.95,1723,8,骇爪,,,,,3653.6,-247.3,-4421.8,297.4,318.0,0.0,0.0,0.0,0.0,3653.6,-246.7,-4421.8,99.0,0.0,0,,19,5,2,234.02723917201666,1.6639410298050001,0,0,2,2,6591,2,50003,161.64795080668347,154.0999999999999,3.4000000000000057,48.69999999999982,3807.7,-243.9,-4373.1,183.0,313.1,0.0,0.0,0.0,0.0,3807.7,-243.2,-4373.1,100.0,0.0,0,,1397,8,比特,1.6278820596099148,-1.599999999999909,0.0,-0.3000000000001819,3652.0,-247.3,-4422.1,336.0,333.0,0.0,0.0,0.0,0.0,3652.0,-246.7,-4422.0,120.0,0.0,0,
874,task/0874.txt,20.0,8862,2,蝶,,,,,6644.0,-209.2,-4518.0,86.0,346.4,2.4,0.0,2.5,3.4655446902326914,6644.0,-208.6,-4518.0,120.0,0.0,0,,18,5,1,127.01420960642784,48.97489152616919,0,0,0,0,9843,1,骇爪,60.172252741608226,59.69999999999982,-6.900000000000006,3.0,6703.7,-216.1,-4515.0,207.0,0.0,0.0,0.0,0.0,0.0,6703.7,-215.5,-4515.0,106.7,0.0,2,1465；1466,2953,2,疾风,48.97489152616919,37.100000000000364,-3.3000000000000114,-31.800000000000182,6681.1,-212.5,-4549.8,322.6,355.2,6.5,0.0,-5.0,8.200609733428363,6681.1,-211.8,-4549.8,108.0,0.0,1,1463
875,task/0875.txt,20.0,8823,5,蜂医,,,,,6767.8,-219.5,-4482.6,94.2,349.8,0.0,0.0,0.0,0.0,6767.8,-218.8,-4482.6,120.0,0.0,0,,18,6,2,69.06003040461918,35.21704419773708,0,0,1,1,0274,1,威龙,41.15276418419589,-24.5,-3.3000000000000114,32.900000000000546,6743.3,-222.8,-4449.7,308.6,3.5,0.5,0.0,-0.6,0.7810249675906654,6743.3,-222.4,-4449.7,90.9,0.0,1,713,7434,5,露娜,5.957348403442914,-2.600000000000364,0.8000000000000114,5.300000000000182,6765.2,-218.7,-4477.3,339.2,354.6,0.5,0.3,0.7,0.9110433579144298,6765.3,-218.1,-4477.0,89.9,0.0,0,
876,task/0876.txt,20.0,8131,1,露娜,,,,,6561.7,-206.2,-4194.8,91.7,351.4,-1.5,0.0,3.5,3.8078865529319543,6561.7,-205.5,-4194.8,90.0,0.0,0,,18,0,2,,18.62288841140217,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,0,,6688,1,蛊,14.718016170666743,10.100000000000364,-8.100000000000023,7.0,6571.8,-214.3,-4187.8,107.2,338.8,-0.0,0.0,0.1,0.1,6571.8,-213.6,-4187.9,99.1,0.0,0,
877,task/0877.txt,20.0,3127,7,露娜,,,,,6762.0,-215.9,-4396.6,261.6,346.2,0.4,0.0,-0.1,0.4123105625617661,6762.0,-215.3,-4396.6,120.0,0.0,0,,16,6,2,137.32750531092415,20.515816525705905,0,0,0,1,3691,2,蝶,35.754020752916226,13.5,0.700000000000017,-33.099999999999454,6775.5,-215.2,-4429.7,166.7,18.2,0.0,0.0,0.0,0.0,6775.5,-214.6,-4429.7,90.0,0.0,16,1280；1281；1282；1283；1284；1285；1286；1287；1288；1289；1290；1291；1292；1293；1294；1295,5531,7,疾风,16.20000000000014,-15.800000000000182,1.5999999999999943,-3.199999999999818,6746.2,-214.3,-4399.8,270.9,360.0,0.0,0.0,0.0,0.0,6746.2,-213.7,-4399.8,114.6,-0.1,12,1271；1272；1273；1274；1275；1276；1277；1278；1279；1300；1301；1302
878,task/0878.txt,20.0,2585,1,露娜,,,,,6701.4,-214.9,-4346.3,338.5,357.6,0.5,0.3,1.1,1.2449899597988734,6701.4,-214.2,-4346.3,36.9,0.0,0,,18,6,2,135.7210967248553,131.25763704682936,0,0,0,0,3628,2,蛊,59.82390826417179,58.100000000000364,-7.699999999999989,12.0,6759.5,-222.6,-4334.3,261.4,345.2,1.1,0.0,-5.2,5.315072906367325,6759.5,-221.9,-4334.3,90.0,0.0,1,1036,4346,1,乌鲁鲁,130.8732975056412,128.60000000000036,-7.5,-23.099999999999454,6830.0,-222.4,-4369.4,335.2,358.2,0.0,0.0,0.0,0.0,6830.0,-221.7,-4369.4,45.4,0.0,1,1037
879,task/0879.txt,19.95,3355,5,骇爪,,,,,4018.5,-139.1,-7544.6,173.0,2.0,-0.0,0.0,0.0,0.0,4018.5,-139.2,-7544.6,105.0,0.0,1,1339,15,5,1,228.36786397511264,1.0099504938361983,0,0,1,1,5714,1,红狼,190.45739681094017,-154.0,-16.099999999999994,-110.89999999999964,3864.5,-155.2,-7655.5,182.1,349.9,0.0,0.0,0.0,0.0,3864.5,-154.5,-7655.5,110.0,0.0,3,1345；1352；1354,9800,5,露娜,1.0099504938361983,0.09999999999990905,-0.09999999999999432,-1.0,4018.6,-139.2,-7545.6,124.0,8.7,0.0,0.0,0.0,0.0,4018.6,-139.2,-7545.6,84.0,0.0,1,1340
880,task/0880.txt,20.0,5268,4,威龙,,,,,6537.1,-224.7,-4680.4,340.8,12.2,6.3,6.4,-1.9,9.179324593890337,6537.1,-224.1,-4680.4,104.8,0.0,8,824；825；826；827；828；829；830；831,16,5,2,132.94088047139005,80.88237616914437,0,0,0,0,0573,1,疾风,33.157201329424666,29.399999999999636,2.0,-15.200000000000728,6566.5,-222.7,-4695.6,173.6,355.3,-6.7,0.0,-1.8,6.937578828380979,6566.5,-222.0,-4695.6,110.6,0.0,1,823,6533,4,露娜,46.4716042331223,-18.100000000000364,-0.4000000000000057,42.79999999999927,6519.0,-225.1,-4637.6,295.0,358.1,2.7,0.0,-2.7,3.818376618407357,6519.0,-224.4,-4637.6,120.0,0.0,0,
881,task/0881.txt,20.0,1723,8,骇爪,,,,,3631.1,-249.6,-4712.5,249.0,345.5,-1.3,0.3,-3.4,3.652396473549935,3631.1,-249.0,-4712.5,99.0,0.0,0,,19,8,2,393.86118735253547,8.94433993353269,0,0,1,2,0287,3,银翼,228.65594241130074,202.9000000000001,5.199999999999989,-105.30000000000018,3834.0,-244.4,-4817.8,221.5,352.7,-0.1,0.1,-0.1,0.17320508075688776,3834.0,-244.4,-4817.8,90.0,0.0,0,,4714,8,红狼,7.8701969479801965,-3.099999999999909,0.6999999999999886,-7.199999999999818,3628.0,-248.9,-4719.7,299.2,351.4,0.1,-4.6,-1.1,4.730750469005948,3628.0,-248.3,-4719.7,95.0,0.0,0,
882,task/0882.txt,20.0,1946,6,无名,,,,,3385.4,-169.9,-7769.7,252.6,0.6,2.4,0.0,-0.7,2.5,3385.7,-169.2,-7769.8,95.0,0.0,1,507,15,13,1,334.3318443628514,21.49604614807111,0,0,0,0,1177,1,比特,125.3311613286975,-3.800000000000182,13.900000000000006,-124.5,3381.6,-156.0,-7894.2,89.9,355.0,0.0,0.0,0.0,0.0,3381.9,-155.3,-7894.1,36.9,0.0,0,,1545,6,无名,21.49604614807111,-15.200000000000273,0.0,15.199999999999818,3370.2,-169.9,-7754.5,307.8,358.4,4.7,0.0,-5.8,7.465252842335617,3370.2,-169.2,-7754.5,104.8,0.0,1,506
883,task/0883.txt,20.0,8823,5,蜂医,,,,,6760.1,-218.2,-4533.4,215.0,349.6,-3.2,0.6,-5.1,6.050619802962338,6760.1,-217.5,-4533.4,120.0,0.0,5,973；974；975；976；977,18,3,2,28.325460875245735,32.08292878643332,1,1,0,1,0274,1,威龙,5.412023651094478,-5.400000000000546,-0.20000000000001705,-0.3000000000001819,6754.7,-218.4,-4533.7,330.8,349.9,-2.1,-0.1,0.2,2.1118712081942874,6754.7,-217.8,-4533.7,90.9,0.0,14,1000；1001；1002；1003；1004；1005；981；993；994；995；996；997；998；999,7379,5,乌鲁鲁,15.768956845650989,-2.9000000000005457,0.0,15.5,6757.2,-218.2,-4517.9,158.0,358.6,0.0,0.0,0.0,0.0,6757.2,-217.5,-4517.9,77.3,0.0,14,978；979；980；982；983；984；985；986；987；988；989；990；991；992
